"status","year ","wage","state","occupational_group","job_title","employer_name"
"CERTIFIED","2011","67267.0","PA","Computer Software Engineers, Applications","SOFTWARE ENGINEER","NEUMERIC TECHNOLOGIES CORPORATION"
"CERTIFIED","2011","64900.0","NJ","Web Developers","WEB DEVELOPER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2011","70000.0","TX","Computer Software Engineers, Applications","APPLICATION DEVELOPER","CAPITAL ONE AUTO FINANCE, INC."
"CERTIFIED","2011","81800.0","MI","Computer Systems Analysts","SAP BW PROGRAMMER ANALYST","AMCOR RIGID PLASTICS USA, INC."
"CERTIFIED","2011","55000.0","GA","Mechanical Engineers, R&D","POSTDOCTORAL FELLOW","GEORGIA INSTITUTE OF TECHNOLOGY"
"CERTIFIED","2011","291200.0","TX","Engineering Managers","TECHNICAL COMPLIANCE MANAGER","G.A.S. UNLIMITED, INC."
"DENIED","2011","88005.0","IL","Statisticians","PROJECT MANAGER","DFS SERVICES LLC"
"CERTIFIED","2011","52000.0","CA","Electrical Engineering Technicians","TECHNICAL SPECIALIST/SCIENTIST 1","SOUTHERN CALIFORNIA EDISON"
"CERTIFIED","2011","71197.0","CA","Computer Hardware Engineers","HARDWARE ENGINEER","JUNIPER NETWORKS, INC."
"CERTIFIED","2011","65000.0","MI","Computer Software Engineers, Systems Software","SOFTWARE ENGINEER","RJT COMPUQUEST, INC."
"CERTIFIED","2011","26957.0","TX","Network and Computer Systems Administrators","LABORATORY COMPUTER NETWORK ADMINISTRATOR","PHYSICIAN LABORATORY SERVICES LLC"
"CERTIFIED","2011","65000.0","CA","Computer Systems Analysts","PROGRAMMER ANALYST","IDHASOFT, INC."
"CERTIFIED","2011","64900.0","FL","Computer Systems Engineers/Architects","COMPUTER SYSTEMS ENGINEER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2011","40000.0","TX","Biochemists and Biophysicists","POSTDOCTORAL ASSOCIATE/FELLOW","BAYLOR COLLEGE OF MEDICINE"
"CERTIFIED","2011","104250.0","WI","Computer Security Specialists","SENIOR SAP SECURITY ANALYST","TELEPHONE AND DATA SYSTEMS, INC."
"CERTIFIED","2011","75234.0","CA","Sales Engineers","FIELD APPLICATIONS ENGINEER","INTEGRATED DEVICE TECHNOLOGY, INC."
"CERTIFIED","2011","60000.0","MD","Industrial Engineering Technicians","QUALITY ENGINEER","W.L. GORE & ASSOCIATES, INC."
"CERTIFIED","2011","107525.08","CA","Computer Software Engineers, Applications","MEMBER OF TECHNICAL STAFF (SOFTWARE ENGINEER)","VMWARE, INC."
"CERTIFIED","2011","66914.0","MD","Computer Security Specialists","IT RISK TRANSFORMATION - SENIOR","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2011","150000.0","IL","Engineering Managers","PLANT MANAGER","INVENSYS SYSTEMS, INC."
"CERTIFIED","2011","67200.0","NY","Computer Systems Analysts","SYSTEMS ANALYST","COSMO COMPUTER INC."
"CERTIFIED","2011","31000.0","WI","Biological Technicians","ASSOCIATE RESEARCH SPECIALIST","UNIVERSITY OF WISCONSIN-MADISON"
"DENIED","2011","45000.0","NY","Market Research Analysts","MAR","STAND UP 236 LLC"
"CERTIFIED","2011","40000.0","PA","Mechanical Engineers, R&D","POSTDOCTORAL SCHOLAR","THE PENNSYLVANIA STATE UNIVERSITY"
"CERTIFIED","2011","114000.0","VA","Network and Computer Systems Administrators","SENIOR LINUX SYSTEMS ENGINEER","SALESFORCE.COM, INC."
"CERTIFIED","2011","42900.0","CA","Plant Scientists","POSTDOCTORAL RESEARCH ASSOCIATE","CARNEGIE INSTITUTION OF WASHINGTON"
"CERTIFIED","2011","87173.0","NH","Computer Systems Analysts","SYSTEMS/SOFTWARE ENGINEER V","HEWLETT-PACKARD COMPANY"
"CERTIFIED","2011","70500.0","NC","Computer Systems Analysts","SYSTEMS ANALYST","EMERGYS CORPORATION"
"CERTIFIED","2011","63000.0","VA","Computer Specialists, All Other","PROGRAMMER ANALYST","LOGICATECH,INC"
"CERTIFIED","2011","71000.0","TX","Computer Programmers","PROGRAMMER ANALYST","INFOSMART SYSTEMS INC"
"CERTIFIED","2011","52500.0","NY","Computer Programmers","PROGRAMMER ANALYST","PROSOFT IT SERVICES, INC"
"CERTIFIED","2011","75000.0","IL","Credit Analysts","SENIOR CREDIT POLICY & RISK ANALYST","HSBC BANK USA, N.A."
"CERTIFIED","2011","105000.0","NY","Statisticians","CREDIT & PORTFOLIO RISK MANAGER","CITICORP CREDIT SERVICES, INC."
"CERTIFIED","2011","60000.0","CA","Computer Systems Analysts","PROGRAMMER ANALYST","GLOBAL COMPUTER SOLUTIONS, INC."
"DENIED","2011","50000.0","NC","Electronics Engineers, Except Computer","ELECTRICAL AND ELECTRONIC ENGINEERING TECHNICIAN","DRI CORPORATION, INC."
"CERTIFIED","2011","64900.0","IL","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2011","95000.0","CT","Computer Systems Analysts","SENIOR SYSTEMS ANALYST","ELIZABETH ARDEN, INC."
"CERTIFIED","2011","47000.0","TX","Network Systems and Data Communications Analysts","INDUSTRIAL MIS SPECIALIST","SIT CO., LTD."
"CERTIFIED","2011","60050.0","NY","Computer Systems Analysts","PROGRAMMER ANALYST","AKVARR INC"
"CERTIFIED-WITHDRAWN","2011","60000.0","NY","Computer Programmers","COMPUTER PROGRAMMER","APEX TECHNOLOGY GROUP, INC"
"CERTIFIED","2011","92000.0","TX","Computer Software Engineers, Applications","APPLICATION ARCHITECT","RICETEC, INC."
"CERTIFIED","2011","54500.0","CA","Computer Programmers","COMPUTER PROGRAMMER ANALYST","APPSINTEGRATION, INC."
"CERTIFIED","2011","60000.0","IL","Computer Programmers","PROGRAMMER ANALYST","LACONIA ASSOCIATES, INC"
"CERTIFIED","2011","61200.0","TX","Computer Programmers","PROGRAMMER ANALYST","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2011","77000.0","NJ","Actuaries","ACTUARIAL ANALYST","TOWERS WATSON DELAWARE INC."
"CERTIFIED","2011","60000.0","MI","Mechanical Engineers","PROJECT ENGINEER","MINDWARE ENGINEERING, INC."
"CERTIFIED","2011","55245.0","MI","Computer Specialists, All Other","BUSINESS ANALYST","INTEGRATED MANAGEMENT SYSTEMS INC"
"DENIED","2011","176423.0","HI","Chief Executives","CHIEF EXECUTIVE OFFICER","SUSTAINABLE FISHERIES PARTNERSHIP"
"CERTIFIED","2011","65000.0","NJ","Computer Programmers","COMPUTER PROGRAMMER","ELITE CAREERS, LLC"
"CERTIFIED-WITHDRAWN","2011","85000.0","TX","Computer Systems Analysts","GOOGLE APPS CONSULTANT","APPIRIO INC."
"CERTIFIED","2011","54163.0","NJ","Computer Programmers","PROGRAMMER ANALYST","GROUPWARE SOLUTIONS, INC"
"CERTIFIED","2011","46000.0","AZ","Computer Programmers","SR. ORACLE DEVELOPER","PROTEAM, LLC"
"CERTIFIED","2011","60000.0","CA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","DEW SOFTWARE, INC."
"CERTIFIED","2011","42328.0","MD","Training and Development Specialists","TRAINING AND INTERNATIONAL COORDINATOR","US SERVICES, LLC"
"CERTIFIED","2011","61200.0","MN","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2011","275000.0","VA","Chief Executives","VICE PRESIDENT, SBU - COMMERCIAL AEROSPACE","COBHAM MANAGEMENT SERVICES, INC."
"CERTIFIED","2011","95000.0","NY","Financial Analysts","JUNIOR REPLICATION INDEX TRADER","SOCIETE GENERALE"
"DENIED","2011","60000.0","CA","Public Relations Specialists","MARKETING AND COMMUNICATIONS SPECIALIST","GRACE HOSPICE OF ARIZONA, INC."
"CERTIFIED","2011","26520.0","NJ","Pharmacy Technicians","PHARMACY INTERN","912 WEST BAY LLC"
"CERTIFIED","2011","56721.6","MA","Medical and Clinical Laboratory Technologists","CLINICAL INSTRUCTOR CT","LOWELL GENERAL HOSPITAL"
"CERTIFIED","2011","99000.0","WA","Computer Software Engineers, Systems Software","SOFTWARE DEVELOPMENT ENGINEER IN TEST","MICROSOFT CORPORATION"
"CERTIFIED","2011","84178.0","GA","Computer Systems Analysts","SYSTEMS ANALYST","NIIT TECHNOLOGIES LIMITED"
"CERTIFIED","2011","60000.0","CA","Computer Systems Analysts","PROGRAMMER ANALYST","DGN TECHNOLOGIES INC"
"CERTIFIED","2011","75000.0","WA","Environmental Engineers","PROJECT ENGINEER","HARVEST POWER, INC."
"CERTIFIED","2011","63100.0","GA","Computer Programmers","COMPUTER PROGRAMMERS","PATNI AMERICAS,INC."
"CERTIFIED","2011","130000.0","MI","Physicians and Surgeons, All Other","PEDIATRIC NEPHROLOGIST","UNIVERSITY PEDIATRICIANS"
"CERTIFIED","2011","118100.0","CT","Computer Systems Analysts","BUSINESS SOLUTIONS ARCHITECT","NESTLE WATERS NORTH AMERICA, INC."
"CERTIFIED","2011","54220.0","MA","Physicians and Surgeons, All Other","RESIDENT INTERNAL MEDICINE","PARTNERS HEALTHCARE"
"CERTIFIED","2011","72200.0","NY","Computer Systems Analysts","STRATEGIC TECHNOLOGY ADVISORY SERVICES - SENIOR","ERNST & YOUNG U.S. LLP"
"DENIED","2011","200004.0","IN","Physicians and Surgeons, All Other","NEPHROLOGIST","NEPHROLOGY PHYSICIANS, LLC"
"CERTIFIED","2011","78000.0","CA","Computer Software Engineers, Applications","SOFTWARE ENGINEER","VERCAI SOLUTIONS LLC"
"CERTIFIED","2011","90000.0","IL","Computer and Information Systems Managers","HEAD OF INFORMATION TECHNOLOGY","TIBRA TRADING AMERICA LLC"
"CERTIFIED","2011","90750.0","TX","Materials Scientists","PRODUCT R & D SCIENTIST","THE DOW CHEMICAL COMPANY"
"CERTIFIED","2011","60000.0","CT","Financial Analysts","QUANTITATIVE RESEARCHER","WORLDQUANT, LLC"
"CERTIFIED","2011","60000.0","OR","Computer Support Specialists","COMPUTER SUPPORT SPECIALISTS","NATSOFT CORPORATION"
"CERTIFIED","2011","85000.0","VA","Network Systems and Data Communications Analysts","SENIOR ENGINEER","LCC INTERNATIONAL, INC."
"CERTIFIED","2011","51813.0","FL","General and Operations Managers","GENERAL MANAGER","SAMKIN GLOBAL, INC."
"CERTIFIED","2011","61214.0","NJ","Computer Systems Analysts","MIDDLEWARE ADMINISTRATOR","HEADSTREAM INC"
"DENIED","2011","74400.0","NM","Physicists","POSTDOCTORAL RESEARCH ASSOCIATE","LOS ALAMOS NATIONAL SECURITY, LLC"
"CERTIFIED","2011","90000.0","TX","Industrial Engineers","PROJECT MANAGER - DRILLING SYSTEMS","GENERAL ELECTRIC COMPANY - INFRASTRUCTURE"
"CERTIFIED","2011","90000.0","IL","Computer Software Engineers, Systems Software","CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2011","48963.0","DC","Accountants","STAFF ACCOUNTANT","TATE & TRYON, P.C."
"CERTIFIED","2011","120000.0","NJ","Electrical Engineers","STAFF ENGINEER","FUTUREWEI TECHNOLOGIES, INC."
"CERTIFIED","2011","55370.0","CA","Computer Software Engineers, Applications","SOFTWARE ENGINEER","ACROPOINT, INC."
"CERTIFIED","2011","80000.0","GA","Computer Software Engineers, Applications","SOFTWARE ENGINEER","SUNPLUS DATA GROUP"
"CERTIFIED","2011","85000.0","NY","Computer Systems Analysts","BUSINESS FUNCTIONAL QA ANALYST","REVAL.COM, INC."
"CERTIFIED","2011","33000.0","CO","Food Service Managers","FRONT OF HOUSE MANAGER","DUNTON HOT SPRINGS INC."
"CERTIFIED","2011","60000.0","NJ","Computer Systems Analysts","PROGRAMMER ANALYST","VR ONE INC."
"CERTIFIED","2011","63586.0","IL","Computer Programmers","COMPUTER PROGRAMMER","JSS TECHNOLOGY LTD"
"CERTIFIED","2011","37800.0","IN","Graphic Designers","SENIOR GRAPHIS ENGINEER","DISTORTION ARTS LLC"
"DENIED","2011","55286.0","FL","Management Analysts","MANAGEMENT ANALYST","ALL SAFETY MENA, LLC"
"CERTIFIED","2011","102814.0","NY","Computer Systems Analysts, Non R&D (ACWIA Only)","VICE PRESIDENT, CORPORATE SYSTEMS ENGINEER","BLACKROCK FINANCIAL MANAGEMENT, INC."
"CERTIFIED","2011","64584.0","WA","Web Developers","WEB PRODUCER - SPANISH","T-MOBILE USA, INC."
"CERTIFIED","2011","63000.0","NJ","Network and Computer Systems Administrators","NETWORK AND COMPUTER ADMINISTRATORS","REVISION TECHNOLOGIES INC"
"CERTIFIED","2011","90000.0","NY","Financial Analysts","ANALYST","GOLDMAN, SACHS & CO."
"CERTIFIED","2011","54200.0","NJ","Computer Programmers","TEST ENGINEER","KPIT INFOSYSTEMS, INC."
"CERTIFIED","2011","54662.0","NY","Accountants and Auditors","AUDITOR","FUNARO & CO., P.C."
"CERTIFIED","2011","125000.0","CA","Computer Hardware Engineers","NAND HARDWARE DEVELOPMENT TEST ENGINEER","APPLE INC."
"CERTIFIED","2011","120000.0","CA","Computer Systems Engineers/Architects","GPU DRIVER ENGINEER","APPLE INC."
"CERTIFIED","2011","52289.0","NE","Computer Programmers","PROGRAMMER ANALYST","WEST CORPORATION"
"CERTIFIED","2011","63000.0","NJ","Computer Systems Analysts","COMPUTER SYSTEM ANALYST","SAN VISTA INC."
"CERTIFIED","2011","93000.0","CA","Computer Software Engineers, Applications","SOFTWARE ENGINEER IN QUALITY, QA22","SALESFORCE.COM, INC."
"CERTIFIED","2011","55000.0","PA","Computer Programmers","PROGRAMMER ANALYST","JCG TECHNOLOGIES, INC."
"CERTIFIED","2011","58579.0","PA","Mechanical Engineering Technicians","MECHANICAL ENGINEER","CENTERS FOR DISEASE CONTROL AND PREVENTION/DHHS"
"CERTIFIED","2011","50000.0","OH","Chemical Technicians","RESEARCH ASSOCIATE CHEMICAL ENGINEERING","THE UNIVERSITY OF AKRON"
"DENIED","2011","70000.0","IL","General and Operations Managers","GENERAL MANAGER/DIRECTOR OF SOCCER OPERATIONS","PLAY SOCCER CHICAGO, LLC"
"CERTIFIED","2011","60000.0","OH","Chemists","PRODUCTION SCIENTIST","AFFYMETRIX, INC."
"DENIED","2011","52707.0","CA","Accountants and Auditors","FINANCIAL AND MANAGEMENT ACCOUNTANT","DENODO TECHNOLOGIES INC"
"CERTIFIED","2011","110000.0","WA","Computer Software Engineers, Systems Software","SOFTWARE DEVELOPMENT ENGINEER","MICROSOFT CORPORATION"
"CERTIFIED","2011","80000.0","IA","Computer Software Engineers, Systems Software","SR. SYSTEMS ENGINEER","ROCKWELL COLLINS, INC."
"CERTIFIED","2011","63000.0","MA","Financial Analysts","GIPS PERFORMANCE ANALYST II","STATE STREET BANK AND TRUST COMPANY"
"CERTIFIED","2011","82181.0","OR","Industrial Engineers","PROCESS ENGINEER","INTEL CORPORATION"
"CERTIFIED","2011","99000.0","WA","Computer Specialists, All Other","SENIOR SOLUTION MANAGER","MICROSOFT CORPORATION"
"CERTIFIED","2011","54517.0","TN","","BUSINESS SYSTEM ANALYST","WIPRO LIMITED"
"CERTIFIED","2011","83325.0","CT","Computer Systems Analysts","AUTHORIZED OFFICER, APPLICATION DEVELOPER, TECHNIC","UBS AG"
"WITHDRAWN","2011","42390.0","NY","Multi-Media Artists and Animators","ANIMATOR","EDIT ONE PORDUCTIONS LLC"
"CERTIFIED","2011","66102.0","IA","Computer Software Engineers, Applications","BUILD MANAGER/SOFTWARE DEVELOPER","EMPOWER PROFESSIONALS, INC"
"CERTIFIED","2011","71302.0","NY","Accountants and Auditors","ACCOUNTANT","ELMHURST DAIRY INC."
"CERTIFIED","2011","48000.0","DE","Computer Systems Analysts","PROGRAMMER ANALYST","DELASOFT, INC"
"DENIED","2011","49664.0","FL","Financial Analysts","FINANCIAL SPECIALIST","BENQ LATIN AMERICA CORP."
"CERTIFIED","2011","50000.0","CA","Loan Officers","SALES MANAGER (FINANCIAL)","1ST CHOICE CONSULTING AND FINANCIAL SERVICES"
"CERTIFIED","2011","125000.0","NY","Computer and Information Systems Managers","GUI TEAM LEAD","ION TRADING, INC."
"DENIED","2011","63000.0","WA","Health Diagnosing and Treating Practitioners, All ","NATUROPATHIC PHYSICIAN","NATURAL HEALTHCARE NORTHWEST"
"CERTIFIED","2011","85000.0","CA","Electronics Engineers, Except Computer","ASIC DESIGN VERIFICATION ENGINEER","SMARTPLAY, INC."
"CERTIFIED","2011","85000.0","CA","Electronics Engineers, Except Computer","ASIC DESIGN VERIFICATION ENGINEER","SMARTPLAY, INC."
"CERTIFIED","2011","110000.0","NC","Computer and Information Systems Managers","GLOBAL SAP SUPPORT MANAGER","BIOMÉRIEUX, INC."
"CERTIFIED","2011","69000.0","CA","Computer Programmers","COMPUTER SOFTWARE PROGRAMMER","EMINENCE CONSULTING, INC."
"CERTIFIED","2011","56000.0","NC","Computer Programmers","PROGRAMMER ANALYST","WEST COAST CONSULTING, LLC"
"CERTIFIED","2011","70000.0","IA","Computer Software Engineers, Systems Software","SYSTEMS ENGINEER","ROCKWELL COLLINS, INC."
"CERTIFIED","2011","223000.0","IL","Physicians and Surgeons, All Other","NEUROPATHOLOGIST","RUSH UNIVERSITY MEDICAL CENTER"
"CERTIFIED","2011","56742.0","MI","Computer Systems Analysts","PROGRAMMER ANALYST / DEVELOPER","KOLLA SOFT INC."
"CERTIFIED","2011","55000.0","WI","Mechanical Engineers","DESIGN ENGINEER","CUMMINS EMISSION SOLUTIONS INC."
"CERTIFIED","2011","115000.0","NJ","Database Administrators","SENIOR DEVELOPER/ADMINISTRATOR","IRIS SOFTWARE, INC."
"CERTIFIED","2011","138528.0","CT","Financial Analysts","EXECUTIVE DIRECTOR, BRAZIL LOCAL MARKETS TRADER/EM","UBS SECURITIES LLC"
"CERTIFIED","2011","71541.0","NY","Financial Analysts","LEAD ACCOUNTING / FINANCIAL ANALYST","REED ELSEIVER, INC. (LEXISNEXIS DIVISION)"
"DENIED","2011","86000.0","CA","Industrial Engineers","FACILITIES AND FORMWORK ENGINEER","CORESLAB STRUCTURES (L.A.), INC."
"CERTIFIED","2011","86965.0","NY","Financial Analysts","ASSOCIATE DIRECTOR, EQUITY RESEARCH ASSOCIATE/GAMI","UBS SECURITIES LLC"
"CERTIFIED","2011","64000.0","PA","Computer Systems Analysts","SYSTEMS ANALYST","DOTS TECHNOLOGIES, INC."
"CERTIFIED","2011","81398.0","CA","Computer Software Engineers, Systems Software","SOFTWARE ENGINEER","QUALCOMM INCORPORATED"
"CERTIFIED","2011","48000.0","FL","Mechanical Engineers, R&D","SCIENTIFIC RESEARCH SPECIALIST","THE FLORIDA STATE UNIVERSITY"
"CERTIFIED","2011","50752.0","NY","Computer Programmers","COMPUTER PROGRAMMERS","TRINGAPPS INC"
"CERTIFIED","2011","60445.0","MI","Computer Systems Analysts","PROGRAMMER ANALYST","YOUNGSOFT INC."
"CERTIFIED","2011","63752.0","TX","Computer Software Engineers, Applications","SCADA TECHNICIAN","TELVENT USA CORPORATION"
"CERTIFIED","2011","75462.0","MA","","BUSINESS SYSTEM ANALYST","WIPRO LIMITED"
"CERTIFIED","2011","88000.0","PA","Computer Software Engineers, Applications","SENIOR SOFTWARE ENGINEER","SIEMENS MEDICAL SOLUTIONS USA, INC."
"CERTIFIED","2011","66414.0","NC","Mechanical Engineers","INSIDE SERVICE ENGINEER/HOTLINER","MORI SEIKI U.S.A., INC."
"DENIED","2011","90000.0","FL","Network and Computer Systems Administrators","CHIEF TECHNOLOGY OFFICER","STRONGBOX LLC"
"CERTIFIED","2011","90000.0","CA","Computer Software Engineers, Applications","SOFTWARE ENGINEER","FACEBOOK, INC."
"CERTIFIED","2011","89606.0","CA","Computer Software Engineers, Applications","AUTOMATION ENGINEER","DATAPARK, INC."
"CERTIFIED","2011","51440.0","GA","Computer Programmers","PROGRAMMER ANALYST","DW PRACTICE LLC"
"CERTIFIED","2011","55000.0","NJ","Accountants","ACCOUNTANT","BOND DRUGS, INC."
"CERTIFIED","2011","55900.0","NC","Computer Systems Analysts","PROGRAMMER ANALYST","CORPUS MEDIA LABS"
"CERTIFIED","2011","84255.0","WA","Computer Software Engineers, Systems Software","SOFTWARE DEVELOPMENT ENGINEER IN TEST","MICROSOFT CORPORATION"
"WITHDRAWN","2011","101500.0","TX","Operations Research Analysts","SENIOR ENERGY FORECASTER","DIRECT ENERGY, LP"
"CERTIFIED","2011","75000.0","NY","Computer Programmers","COMPUTER PROGRAMMER/ANALYST","CONCEPT CAPITAL FUND SERVICES, LLC"
"CERTIFIED","2011","54475.0","TX","Medical and Health Services Managers","DIRECTOR OF HEALTH SERVICES","TAWL HEALTH CARE INC."
"CERTIFIED","2011","74213.0","MD","Secondary School Teachers, Except Special and Voca","HIGH SCHOOL MATH TEACHER","BALTIMORE CITY PUBLIC SCHOOL SYSTEM"
"CERTIFIED","2011","70000.0","NJ","Database Administrators","DATABASE ADMINISTRATOR","MICROEXCEL INC."
"CERTIFIED","2011","64607.0","MD","Elementary School Teachers, Except Special Educati","ELEMENTARY SCHOOL TEACHER - MUSIC","BALTIMORE CITY PUBLIC SCHOOL SYSTEM"
"CERTIFIED","2011","46000.0","WA","Graphic Designers","PRESENTATION DESIGNER","SLALOM LLC"
"CERTIFIED","2011","130000.0","TX","Economists","MANAGER","MACQUARIE FUNDING HOLDINGS INC."
"CERTIFIED","2011","110000.0","ID","Electrical Engineers","DRAM DESIGN ENGINEER","MICRON TECHNOLOGY, INC."
"CERTIFIED","2011","30500.0","DC","Preschool Teachers, Except Special Education","PRESCHOOL TEACHER","LOVING CARE DAY NURSERY"
"CERTIFIED","2011","69000.0","TX","Computer Programmers","PROGRAMMER AANLYST","MAJESCOMASTEK"
"CERTIFIED","2011","88000.0","TX","Computer Software Engineers, Applications","SENIOR SOFTWARE DEVELOPER","CARREKER CORPORATION"
"CERTIFIED","2011","216008.0","IL","Private Sector Executives","SVP, COMMERCIAL DEVELOPMENT","DURHAM SCHOOL SERVICES, LP"
"CERTIFIED","2011","61339.0","WA","Electrical Engineers","ENGINEER","PULSE ELECTRONICS, INC."
"CERTIFIED","2011","62000.0","AR","Mechanical Engineers","PRODUCT DEVELOPMENT ENGINEER","DANFOSS SCROLL TECHNOLOGIES, LLC"
"CERTIFIED","2011","31699.0","PA","Biological Technicians","BIOLOGICAL TECHNICIAN","THE CHILDREN'S HOSPITAL OF PHILADELPHIA"
"CERTIFIED","2011","43000.0","UT","Computer Programmers","COMPUTER PROGRAMMERS","IMPACT PAYMENT SYSTEMS LLC"
"CERTIFIED","2011","68500.0","FL","Financial Analysts","SENIOR FINANCIAL ANALYST","NATIONSHEALTH, INC."
"CERTIFIED","2011","64000.0","TN","Computer Systems Analysts","SUPPORT ANALYST (PRODUCTION SUPPORT & QA ENVIRONME","SYNECHRON, INC."
"CERTIFIED","2011","98000.0","IA","Dentists, General","DENTIST","OCEAN DENTAL OF IOWA, P.C."
"CERTIFIED-WITHDRAWN","2011","84760.0","NC","Market Research Analysts","ASSOCIATE DIRECTOR - STRATEGIC ANALYSIS","QUINTILES, INC."
"CERTIFIED","2011","87500.0","TX","Budget Analysts","PROJECT PLANNER AND CONTROL SPECIALIST","PETROBRAS AMERICA INC."
"CERTIFIED","2011","64000.0","TN","Computer Software Engineers, Applications","SOFTWARE ENGINEER","SYNECHRON, INC."
"CERTIFIED","2011","42624.0","PA","Biological Scientists, All Other","POSTDOCTORAL FELLOW","FOX CHASE CANCER CENTER"
"CERTIFIED","2011","70000.0","AR","Computer Programmers","COMPUTER PROGRAMMER","SCHRILL TECHNOLOGIES INC."
